215.680801,278.89505,215.370178,302.252838,216.386261,325.94165,220.374802,349.232758,0
216.708618,268.553131,215.91272,291.74704,216.921585,315.131805,221.227737,337.954071,0
216.332764,287.482574,215.199417,313.294586,216.06189,340.525665,217.727402,367.79303,0
216.036957,268.427185,215.520737,291.598785,216.299576,314.52182,219.594376,336.863464,0
212.988739,267.631683,212.947937,290.873566,214.343262,314.239868,218.380402,336.771851,0
212.921799,277.574646,212.074326,302.069641,214.270905,327.600128,219.573212,351.657013,0
212.945679,270.924683,213.352615,294.43512,214.980347,317.435486,218.985825,339.41156,0
214.168579,280.074127,213.698318,304.855927,215.551941,330.095184,220.535675,354.041229,0
215.401886,280.061218,213.878784,305.555267,215.478195,332.019135,220.298019,358.045044,0
214.608459,279.117859,214.338058,303.391327,216.209549,328.080688,220.024384,352.551666,0
215.040894,276.737946,214.416092,301.604218,216.275314,327.011566,220.715179,351.375336,0
213.744934,269.082855,213.605988,292.44754,214.552841,315.7146,218.216812,338.069366,0
215.364716,283.270752,213.625488,308.972412,214.521057,336.040375,217.386124,362.912781,0
216.922226,280.736176,215.066818,307.079254,215.693756,333.891571,218.454803,360.804657,0
217.35379,282.677002,215.082886,307.508514,215.740097,334.016785,220.09053,359.933472,0
213.425751,278.661133,212.809311,302.465424,213.81311,326.679565,218.367065,350.759247,0
213.869781,267.56369,214.118652,291.689209,215.881668,316.183777,219.973297,339.426392,0
213.496262,270.527283,213.968613,294.019135,215.388596,317.122742,219.627228,339.654572,0
213.009659,272.098602,213.936356,296.148987,216.037598,319.69342,220.497971,341.543976,0
218.691544,267.30542,218.67897,291.553101,220.089081,316.272552,224.343384,339.347931,0
222.329575,280.548676,221.339539,305.01709,222.463699,329.988953,225.743454,355.038422,0
215.111893,267.077179,214.47702,291.97403,215.392166,316.303101,219.167023,339.361145,0
215.111893,267.077179,214.47702,291.97403,215.392166,316.303101,219.167023,339.361145,0
